Previous name,Current name,Index,Changed?,Comment
"AveXis, Inc.","AveXis, Inc.",431,,
"Avedro, Inc.","Avedro, Inc.",432,,
"Avelas Biosciences, Inc.","Avelas Biosciences, Inc.",433,,
Aventis Pharmaceuticals,Aventis Pharmaceuticals,434,,
"Avenue Therapeutics, Inc.","Avenue Therapeutics, Inc.",435,,
Avera McKennan Hospital & University Health Center,Avera McKennan Hospital & University Health Center,436,,University
Avid Radiopharmaceuticals,Avid Radiopharmaceuticals,437,,
Avillion LLP,Avillion LLP,438,,
Avon Foundation,Avon Foundation,439,,
"AxeroVision, Inc.","AxeroVision, Inc.",440,,
Axim Biotechnologies,Axim Biotechnologies,441,,
Axis Clinicals Limited,Axis Clinicals Limited,442,,
Axovant Sciences Ltd.,Axovant Sciences Ltd.,443,,
"Axsome Therapeutics, Inc.","Axsome Therapeutics, Inc.",444,,
Azevan Pharmaceuticals,Azevan Pharmaceuticals,445,,
Azienda Ospedaliera Ospedali Riuniti Villa Sofia Cervello,Azienda Ospedaliera Ospedali Riuniti Villa Sofia Cervello,446,,
"Azienda Ospedaliera Universitaria Policlinico ""G. Martino""","Azienda Ospedaliera Universitaria Policlinico ""G. Martino""",447,,
"Azienda Ospedaliero, Universitaria Pisana","Azienda Ospedaliero, Universitaria Pisana",448,,
B. Braun Medical Inc.,B. Braun Medical Inc.,449,,
"BHR Pharma, LLC","BHR Pharma, LLC",450,,
BRIM Biotechnology Inc.,BRIM Biotechnology Inc.,451,,
BTG International Inc.,BTG International Inc.,452,,
BURL Concepts Inc.,BURL Concepts Inc.,453,,
Babbette Lamarca,Babbette Lamarca,454,,
Bachir Taouli,Bachir Taouli,455,,
Balaji Tamarappoo,Balaji Tamarappoo,456,,
Balance Therapeutics,Balance Therapeutics,457,,
Balboa Institute of Transplantation,Balboa Institute of Transplantation,458,,
"Bangabandhu Sheikh Mujib Medical University, Dhaka, Bangladesh","Bangabandhu Sheikh Mujib Medical University, Dhaka, Bangladesh",459,,University
Banner Alzheimer's Institute,Banner Alzheimer's Institute,460,,
Baptist Health South Florida,Baptist Health South Florida,461,,
Baptist Memorial Health Care Corporation,Baptist Memorial Health Care Corporation,462,,
Baqiyatallah Research Center for Gastroenterology and Liver Diseases,Baqiyatallah Research Center for Gastroenterology and Liver Diseases,463,,
Barbara Ann Karmanos Cancer Institute,Barbara Ann Karmanos Cancer Institute,464,,
"Barbara Parker, MD","Barbara Parker, MD",465,,Doctor
Barda (Contract No HHSO100201300011C),Barda (Contract No HHSO100201300011C),466,,
Barnes-Jewish Hospital,Barnes-Jewish Hospital,467,,
Barth Wilsey MD,Barth Wilsey MD,468,,Doctor
Barts & The London NHS Trust,Barts & The London NHS Trust,469,,
Barts Cancer Institute,Barts Cancer Institute,470,,
Bascom Palmer Eye Institute,Bascom Palmer Eye Institute,471,,
"Basem William, MD","Basem William, MD",472,,Doctor
Basilea Pharmaceutica,Basilea Pharmaceutica,473,,
Basilea Pharmaceutica International Ltd,Basilea Pharmaceutica,473,Changed,
Bassett Healthcare,Bassett Healthcare,474,,
Bastiaan Driehuys,Bastiaan Driehuys,475,,
Battelle Memorial Institute,Battelle Memorial Institute,476,,
Bausch & Lomb Incorporated,Bausch & Lomb Incorporated,477,,
Bavarian Nordic,Bavarian Nordic,478,,
Bavarian Nordic GmbH,Bavarian Nordic,478,Changed,
"Bavarian Nordic, Inc.",Bavarian Nordic,478,Changed,
"Baxalta Innovations GmbH, now part of Shire",Shire,3288,Changed,
Baxalta now part of Shire,Shire,3288,Changed,
Bayer,Bayer,479,,
"Bayer Healthcare Pharmaceuticals, Inc./Bayer Schering Pharma",Bayer,479,Changed,
Baylor Breast Care Center,Baylor,480,Changed,
Baylor College of Medical Center,Baylor College of Medicine,481,Changed,
Baylor College of Medicine,Baylor College of Medicine,481,,
Baylor Health Care System,Baylor,480,Changed,
Baylor Research Institute,Baylor,480,Changed,
Baylor Scott and White,Baylor Scott and White,482,,
Baylor University,Baylor University,483,,University
Bayside Health,Bayside Health,484,,
Baystate Medical Center,Baystate Medical Center,485,,
Beau Nakamoto,Beau Nakamoto,486,,
"Becton, Dickinson and Company","Becton, Dickinson and Company",487,,
BeiGene,BeiGene,488,,
"BeiGene USA, Inc.",BeiGene,488,Changed,
Beijing 302 Hospital,Beijing 302 Hospital,489,,
Beijing Cancer Hospital,Beijing Cancer Hospital,490,,
Beijing Hospital,Beijing Hospital,491,,
Beijing Shijitan Hospital,Beijing Shijitan Hospital,492,,
Beijing Tiantan Hospital,Beijing Tiantan Hospital,493,,
Beijing Tongren Hospital,Beijing Tongren Hospital,494,,
Belarusian state medical university,Belarusian state medical university,495,,University
Belgian Gynaecological Oncology Group,Belgian Gynaecological Oncology Group,496,,
Believe Big,Believe Big,497,,
Bellerophon,Bellerophon,498,,
Bellerophon Pulse Technologies,Bellerophon,498,Changed,
Bellevue Dermatology,Bellevue Dermatology,499,,
Bellicum Pharmaceuticals,Bellicum Pharmaceuticals,500,,
Belx Bio-Pharmaceutical (Taiwan) Corporation,Belx Bio-Pharmaceutical (Taiwan) Corporation,501,,
Ben Towne Center for Childhood Cancer Research,Ben Towne Center for Childhood Cancer Research,502,,
BenevolentAI Bio,BenevolentAI Bio,503,,
Benha University,Benha University,504,,University
Benjamin Bleier,Benjamin Bleier,505,,
Benjamin U. Nwosu,Benjamin U. Nwosu,506,,
"Benu BioPharma, Inc.","Benu BioPharma, Inc.",507,,
BerGenBio ASA,BerGenBio ASA,508,,
Berkeley Limketkai,Berkeley Limketkai,509,,
Berry Consultants,Berry Consultants,510,,
Bert Howard O'Neil,Bert Howard O'Neil,511,,Doctor
"Bert O'Neil, MD","Bert O'Neil, MD",512,,Doctor
"Beta Cat Pharmaceuticals, Inc.","Beta Cat Pharmaceuticals, Inc.",513,,
"Beth Carella, DO","Beth Carella, DO",514,,
Beth Christian,Beth Christian,515,,
Beth Israel Deaconess Medical Center,Beth Israel Deaconess Medical Center,516,,
Beth Israel Medical Center,Beth Israel Medical Center,517,,
BeyondSpring Pharmaceuticals Inc.,BeyondSpring Pharmaceuticals Inc.,518,,
Bhavana Bhatnagar,Bhavana Bhatnagar,519,,
Bhuvaneswari Ramaswamy,Bhuvaneswari Ramaswamy,520,,
Big Ten Cancer Research Consortium,Big Ten Cancer Research Consortium,521,,
Bill and Melinda Gates Foundation,Bill and Melinda Gates Foundation,522,,
Billy W. Loo Jr.,Billy W. Loo Jr.,523,,
Bio Products Laboratory,Bio Products Laboratory,524,,
"Bio-Path Holdings, Inc.","Bio-Path Holdings, Inc.",525,,
"BioAtla, LLC","BioAtla, LLC",526,,
"BioClin Therapeutics, Inc.","BioClin Therapeutics, Inc.",527,,
"BioClinica, Inc.","BioClinica, Inc.",528,,
BioCryst Pharmaceuticals,BioCryst Pharmaceuticals,529,,
"BioHorizons, Inc.","BioHorizons, Inc.",530,,
BioIncept LLC,BioIncept LLC,531,,
"BioLineRx, Ltd.","BioLineRx, Ltd.",532,,
"BioLite, Inc.","BioLite, Inc.",533,,
"BioMarck Pharmaceuticals, Ltd.","BioMarck Pharmaceuticals, Ltd.",534,,
BioMarin Pharmaceutical,BioMarin Pharmaceutical,535,,
"BioMed Valley Discoveries, Inc","BioMed Valley Discoveries, Inc",536,,
"BioMendics, LLC","BioMendics, LLC",537,,
"BioMimetix JV, LLC","BioMimetix JV, LLC",538,,
"BioPharmX, Inc.","BioPharmX, Inc.",539,,
"BioPharma Services, Inc","BioPharma Services, Inc",540,,
"BioQ Pharma, Inc.","BioQ Pharma, Inc.",541,,
"BioSciences Research Associates, Inc","BioSciences Research Associates, Inc",542,,
BioSight Ltd.,BioSight Ltd.,543,,
BioVie Inc.,BioVie Inc.,544,,
Biocompatibles UK Ltd,Biocompatibles UK Ltd,545,,
Biocon Limited,Biocon Limited,546,,
"Biofabri, S.L","Biofabri, S.L",547,,
Biofrontera Bioscience GmbH,Biofrontera Bioscience GmbH,548,,
Biogen,Biogen,549,,
"Biohaven Pharmaceuticals, Inc.","Biohaven Pharmaceuticals, Inc.",550,,
Biomedical Advanced Research and Development Authority,Biomedical Advanced Research and Development Authority,551,,
Biomedical Advanced Research and Development Authority (BARDA) (RoW),Biomedical Advanced Research and Development Authority,551,Changed,
Bioniz Therapeutics,Bioniz Therapeutics,552,,
Bionomics Limited,Bionomics Limited,553,,
Biontech RNA Pharmaceuticals GmbH,Biontech RNA Pharmaceuticals GmbH,554,,
"Biopeutics Co., Ltd","Biopeutics Co., Ltd",555,,
Biophytis,Biophytis,556,,
"Biosense Webster, Inc.","Biosense Webster, Inc.",557,,
Biotest Pharmaceuticals Corporation,Biotest Pharmaceuticals Corporation,558,,
Biothera,Biothera,559,,
Biotie Therapies Inc.,Biotie Therapies Inc.,560,,
Biotrial Inc.,Biotrial Inc.,561,,
Bioverativ - a sanofi company,Bioverativ - a sanofi company,562,,
Bioverativ Therapeutics Inc.,Bioverativ Therapeutics Inc.,563,,
"Bird Rock Bio, Inc.","Bird Rock Bio, Inc.",564,,
Birdie Biopharmaceuticals HK Limited,Birdie Biopharmaceuticals HK Limited,565,,
Birmingham Quality,Birmingham Quality,566,,
"Birmingham, Alabama VA Medical Center","Birmingham, Alabama VA Medical Center",567,,
Bital Savir-Baruch,Bital Savir-Baruch,568,,
"BlackThorn Therapeutics, Inc.","BlackThorn Therapeutics, Inc.",569,,
Blandine Laferrere,Blandine Laferrere,570,,
Blaze Bioscience Inc.,Blaze Bioscience Inc.,571,,
Blood Center of Wisconsin,Blood Center of Wisconsin,572,,
Blood and Marrow Transplant Clinical Trials Network,Blood and Marrow Transplant Clinical Trials Network,573,,
Bloodwise,Bloodwise,574,,
Blue Earth Diagnostics,Blue Earth Diagnostics,575,,
Blueprint Medicines Corporation,Blueprint Medicines Corporation,576,,
Bnai Zion Medical Center,Bnai Zion Medical Center,577,,
Boca Raton Regional Hospital,Boca Raton Regional Hospital,578,,
Boehringer Ingelheim,Boehringer Ingelheim,579,,
Bond Avillion 2 Development LP,Bond Avillion 2 Development LP,580,,
"Bonti, Inc.","Bonti, Inc.",581,,
"Bonventre, Joseph V., M.D., Brigham Women Hospital","Bonventre, Joseph V., M.D., Brigham Women Hospital",582,,Doctor
Borrego Health - Stonewall Medical Center,Borrego Health - Stonewall Medical Center,583,,
"Boston Biomedical, Inc","Boston Biomedical, Inc",584,,
Boston Children’s Hospital,Boston Children’s Hospital,585,,
Boston Medical Center,Boston Medical Center,586,,
Boston Pharmaceuticals,Boston Pharmaceuticals,587,,
Boston Scientific Corporation,Boston Scientific Corporation,588,,
Boston Therapeutics,Boston Therapeutics,589,,
Boston University,Boston University,590,,University
Boston University Charles River Campus,Boston University,590,Changed,University
Botanix Pharmaceuticals,Botanix Pharmaceuticals,591,,
"Bracco Diagnostics, Inc","Bracco Diagnostics, Inc",592,,
"Bracket, Inc.","Bracket, Inc.",593,,
Brain & Behavior Research Foundation,Brain & Behavior Research Foundation,594,,
"Brain Chemistry Laboratories, Institute for Ethnomedicine","Brain Chemistry Laboratories, Institute for Ethnomedicine",595,,
"Brain Chemistry Labs, Institute for Ethnomedicine","Brain Chemistry Laboratories, Institute for Ethnomedicine",595,Changed,
Brain Tumor Research Charity Grant,Brain Tumor Research Charity Grant,596,,
Brain Tumor Trials Collaborative,Brain Tumor Trials Collaborative,597,,
Brain and Cognition Discovery Foundation,Brain and Cognition Discovery Foundation,598,,
BrainX Corporation,BrainX Corporation,599,,
Brainstorm-Cell Therapeutics,Brainstorm-Cell Therapeutics,600,,
Braintree Laboratories,Braintree Laboratories,601,,
Brandon G. Smaglo,Brandon G. Smaglo,602,,
Breast Cancer Now,Breast Cancer Now,603,,
Breast Cancer Research Foundation,Breast Cancer Research Foundation,604,,
Breast Cancer Research Foundation of Alabama,Breast Cancer Research Foundation,604,Changed,
"Breast Cancer Trials, Australia and New Zealand","Breast Cancer Trials, Australia and New Zealand",605,,
Breast International Group,Breast International Group,606,,
Breath Therapeutics Inc.,Breath Therapeutics Inc.,607,,
Breelyn Wilky,Breelyn Wilky,608,,
"Brest, Norman A., M.D.","Brest, Norman A., M.D.",609,,Doctor
BriaCell Therapeutics Corporation,BriaCell Therapeutics Corporation,610,,
Brian Rini,Brian Rini,611,,
"Brickell Biotech, Inc.","Brickell Biotech, Inc.",612,,
"Bridge Biotherapeutics, Inc.","Bridge Biotherapeutics, Inc.",613,,
Brigham and Women's Hospital,Brigham and Women's Hospital,614,,
BrightPath Biotherapeutics,BrightPath Biotherapeutics,615,,
Bristol-Myers Squibb,Bristol-Myers Squibb,616,,
British Columbia Cancer Agency,British Columbia Cancer Agency,617,,
British Heart Foundation,British Heart Foundation,618,,
British Medical Research Council,British Medical Research Council,619,,
British University In Egypt,British University In Egypt,620,,University
Brno University Hospital,Brno University Hospital,621,,University
Brooke Army Medical Center,Brooke Army Medical Center,622,,
Brown University,Brown University,623,,University
Bruno C. Medeiros,Bruno C. Medeiros,624,,
Brush Clinical Research Ltd.,Brush Clinical Research Ltd.,625,,
Bryan Allen,Bryan Allen,626,,
Bryan Goldstein,Bryan Goldstein,627,,
Bubba Nicholson,Bubba Nicholson,628,,
Buddhist Tzu Chi General Hospital,Buddhist Tzu Chi General Hospital,629,,
Building Interdisciplinary Research Careers in Women's Health,Building Interdisciplinary Research Careers in Women's Health,630,,
"Bukwang Pharmaceutical, Co., Ltd.","Bukwang Pharmaceutical, Co., Ltd.",631,,
Buranello e Rodrigues Consultoria em Desenvolvimento Farmacêutico Ltda ME,Buranello e Rodrigues Consultoria em Desenvolvimento Farmacêutico Ltda ME,632,,
Burke Rehabilitation Hospital,Burke Rehabilitation Hospital,633,,
Burroughs Wellcome,Burroughs Wellcome,634,,
Burzynski Research Institute,Burzynski Research Institute,635,,
"C3 Jian, LLC","C3 Jian, LLC",636,,
CAMC Health System,CAMC Health System,637,,
CBA Research,CBA Research,638,,
"CBT Pharmaceuticals, Inc.","CBT Pharmaceuticals, Inc.",639,,
"CDA Research Group, Inc.","CDA Research Group, Inc.",640,,
CIHR Canadian HIV Trials Network,CIHR Canadian HIV Trials Network,641,,
CLL Global Research Foundation,CLL Global Research Foundation,642,,
CML Program Project Grant,CML Program Project Grant,643,,
COG Phase 1 Consortium,COG Phase 1 Consortium,644,,
"CONFADENT Oral Technology, Kiss Industries LLC","CONFADENT Oral Technology, Kiss Industries LLC",645,,
CONRAD,CONRAD,646,,
CRF health,CRF health,647,,
CSL Behring,CSL Behring,648,,
"CSPC Ouyi Pharmaceutical Co., Ltd.","CSPC Pharmaceutical Co., Ltd.",649,Changed,
"CSPC ZhongQi Pharmaceutical Technology Co., Ltd.","CSPC Pharmaceutical Co., Ltd.",649,Changed,
"CSPC-NBP Pharmaceutical Co., Ltd.","CSPC Pharmaceutical Co., Ltd.",649,Changed,
"CTD Holdings, Inc.","CTD Holdings, Inc.",650,,
CTI BioPharma,CTI BioPharma,651,,
CTI Clinical Trial & Consulting Services,CTI Clinical Trial and Consulting Services,652,Changed,
CTI Clinical Trial and Consulting Services,CTI Clinical Trial and Consulting Services,652,,
"CURE Childhood Cancer, Inc.","CURE Childhood Cancer, Inc.",653,,
CVie Therapeutics Co. Ltd.,CVie Therapeutics Co. Ltd.,654,,
Cairo University,Cairo University,655,,University
Caitlin Costello,Caitlin Costello,656,,
"Caladrius Biosciences, Inc.","Caladrius Biosciences, Inc.",657,,
"CalciMedica, Inc.","CalciMedica, Inc.",658,,
California Department of Public Health,California Department of Public Health,659,,
California HIV/AIDS Research Program,California HIV/AIDS Research Program,660,,
California Institute for Biomedical Research,California Institute for Biomedical Research,661,,
California Institute for Regenerative Medicine,California Institute for Regenerative Medicine,662,,
California Institute of Renal Research,California Institute of Renal Research,663,,
"Calithera Biosciences, Inc","Calithera Biosciences, Inc",664,,
Calliditas Therapeutics AB,Calliditas Therapeutics AB,665,,
Cambium Medical Technologies LLC,Cambium Medical Technologies LLC,666,,
Cambridge University Hospitals NHS Foundation Trust,Cambridge University Hospitals NHS Foundation Trust,667,,University
Cameron Dezfulian,Cameron Dezfulian,668,,
Camillo Ricordi and Jay Skyler,Jay S. Skyler,1764,Changed,
Can-Fite BioPharma,Can-Fite BioPharma,669,,
CanBas Co. Ltd.,CanBas Co. Ltd.,670,,
Canadian Cancer Trials Group,Canadian Cancer Trials Group,671,,
Canadian Critical Care Trials Group,Canadian Critical Care Trials Group,672,,
Canadian Dermatology Foundation,Canadian Dermatology Foundation,673,,
Canadian Heart Research Centre,Canadian Heart Research Centre,674,,
Canadian Immunization Research Network,Canadian Immunization Research Network,675,,
Canadian Institutes of Health Research (CIHR),Canadian Institutes of Health Research (CIHR),676,,
Canadian VIGOUR Centre,Canadian VIGOUR Centre,677,,
Cancer Advances Inc.,Cancer Advances Inc.,678,,
Cancer Hospital of Guangxi Medical University,Cancer Hospital of Guangxi Medical University,679,,University
"Cancer Insight, LLC","Cancer Insight, LLC",680,,
"Cancer Institute and Hospital, Chinese Academy of Medical Sciences","Cancer Institute and Hospital, Chinese Academy of Medical Sciences",681,,
Cancer Prevention Research Institute of Texas,Cancer Prevention Research Institute of Texas,682,,
"Cancer Research Institute, New York City","Cancer Research Institute, New York City",683,,
Cancer Research UK,Cancer Research UK,684,,
Cancer Research UK (CRUK),Cancer Research UK,684,Changed,
Cancer Targeted Technology,Cancer Targeted Technology,685,,
Cancer Vaccines Charitable Trust,Cancer Vaccines Charitable Trust,686,,
Cancer Vaccines Limited,Cancer Vaccines Limited,687,,
Cancer and Leukemia Group B,Cancer and Leukemia Group B,688,,
Cangene Corporation,Cangene Corporation,689,,
Cangzhou Center Hospital,Cangzhou Center Hospital,690,,
Cantex Pharmaceuticals,Cantex Pharmaceuticals,691,,
"Capital Institute of Pediatrics, China","Capital Institute of Pediatrics, China",692,,
Capricor Inc.,Capricor Inc.,693,,
"Cara Therapeutics, Inc.","Cara Therapeutics, Inc.",694,,
Cardarelli Hospital,Cardarelli Hospital,695,,
"CardioVascular BioTherapeutics, Inc.","CardioVascular BioTherapeutics, Inc.",696,,
Cardiora Pty. Ltd.,Cardiora Pty. Ltd.,697,,
Cardiovascular Clinical Science Foundation,Cardiovascular Clinical Science Foundation,698,,
CareFusion,CareFusion,699,,
Carilion Clinic,Carilion Clinic,700,,
"Carla Greenbaum, MD","Carla Greenbaum, MD",701,,Doctor
Carman Giacomantonio,Carman Giacomantonio,702,,
Carnegie Mellon University,Carnegie Mellon University,703,,University
"Carolina Eyecare Physicians, LLC","Carolina Eyecare Physicians, LLC",704,,
Carolina Neurosurgery & Spine Associates,Carolina Neurosurgery & Spine Associates,705,,
"Carolina Research Professionals, LLC","Carolina Research Professionals, LLC",706,,
Carolinas Healthcare System,Carolinas Healthcare System,707,,
Caroline Scott,Caroline Scott,708,,
Carolyn Hettrich,Carolyn Hettrich,709,,
Cartesian Therapeutics,Cartesian Therapeutics,710,,
Case Comprehensive Cancer Center,Case Comprehensive Cancer Center,711,,
Case Western Reserve University,Case Western Reserve University,712,,University
"Castle Creek Pharmaceuticals, LLC","Castle Creek Pharmaceuticals, LLC",713,,
Catalent,Catalent,714,,
Catalyst Biosciences,Catalyst Biosciences,715,,
"Catalyst Pharmaceuticals, Inc.","Catalyst Pharmaceuticals, Inc.",716,,
